sample_id,phase,worker,train_index,target_type_inferred,target_digest_recorded,entered_recovery,not_enter_reason_inferred,recovery_subgraph_size,num_recovery_sources_recorded,num_branches_generated,num_branches_strict_improve_checkpoint_inferred,num_branches_strict_improve_anchor_inferred,stop_reason_inferred,selection_reason,selection_decision,selected_is_repair_branch,selected_visible_tests,anchor_visible_tests,recording_note
mbpp:830,phase2,1,58,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:901,phase2,1,59,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:126,phase2,1,60,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:629,phase2,1,61,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:381,phase2,1,62,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:646,phase2,1,63,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:839,phase2,1,64,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:860,phase2,2,0,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:888,phase2,2,1,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:531,phase2,2,2,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:655,phase2,2,3,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:713,phase2,2,4,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:968,phase2,2,5,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:230,phase2,2,6,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:466,phase2,2,7,anchor_or_checkpoint,,True,,5.0,,3,1,,fully_pass,v4_4_code_reinsert_recollapse,use_stage2_protocol,True,3/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:822,phase2,2,8,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:213,phase2,2,9,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:33,phase2,2,10,anchor_or_checkpoint,,True,,5.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:419,phase2,2,11,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:90,phase2,2,12,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:389,phase2,2,13,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:193,phase2,2,14,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:135,phase2,2,15,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:810,phase2,2,16,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:962,phase2,2,17,anchor_or_checkpoint,,True,,5.0,,2,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:547,phase2,2,18,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:811,phase2,2,19,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:512,phase2,2,20,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:631,phase2,2,21,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:134,phase2,2,22,anchor_or_checkpoint,,True,,7.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,2/3,2/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:596,phase2,2,23,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:17,phase2,2,24,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:587,phase2,2,25,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:140,phase2,2,26,anchor_or_checkpoint,,True,,5.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:610,phase2,2,27,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:150,phase2,2,28,anchor_or_checkpoint,,True,,6.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,1/3,1/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:875,phase2,2,29,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:552,phase2,2,30,anchor_or_checkpoint,,True,,5.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,2/3,2/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:184,phase2,2,31,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:365,phase2,2,32,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:659,phase2,2,33,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:922,phase2,2,34,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:445,phase2,2,35,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:441,phase2,2,36,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:740,phase2,2,37,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:350,phase2,2,38,anchor_or_checkpoint,,True,,6.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,1/3,1/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:742,phase2,2,39,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:79,phase2,2,40,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:726,phase2,2,41,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:471,phase2,2,42,anchor_or_checkpoint,,True,,7.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:293,phase2,2,43,anchor_or_checkpoint,,True,,6.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:652,phase2,2,44,anchor_or_checkpoint,,True,,6.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:221,phase2,2,45,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:146,phase2,2,46,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:483,phase2,2,47,anchor_or_checkpoint,,True,,6.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,2/3,2/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:761,phase2,2,48,anchor_or_checkpoint,,True,,6.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,1/3,1/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:893,phase2,2,49,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:340,phase2,2,50,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:899,phase2,2,51,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:258,phase2,2,52,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:499,phase2,2,53,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:965,phase2,2,54,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:222,phase2,2,55,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:956,phase2,2,56,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:451,phase2,2,57,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:152,phase2,2,58,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:676,phase2,2,59,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:737,phase2,2,60,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:951,phase2,2,61,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:852,phase2,2,62,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:35,phase2,2,63,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:582,phase2,2,64,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:398,phase3a,0,0,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:864,phase3a,0,1,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:159,phase3a,0,2,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:949,phase3a,0,3,anchor_or_checkpoint,,True,,4.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:297,phase3a,0,4,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:660,phase3a,0,5,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:109,phase3a,0,6,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:859,phase3a,0,7,anchor_or_checkpoint,,True,,6.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:61,phase3a,0,8,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:326,phase3a,0,9,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:795,phase3a,0,10,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:331,phase3a,0,11,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:574,phase3a,0,12,anchor_or_checkpoint,,True,,6.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:197,phase3a,0,13,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:142,phase3a,0,14,anchor_or_checkpoint,,True,,4.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:770,phase3a,0,15,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:36,phase3a,0,16,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:590,phase3a,0,17,anchor_or_checkpoint,,True,,7.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:341,phase3a,0,18,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:581,phase3a,0,19,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:680,phase3a,0,20,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:455,phase3a,0,21,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:939,phase3a,0,22,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:461,phase3a,0,23,anchor_or_checkpoint,,True,,4.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,1/3,1/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:958,phase3a,0,24,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:210,phase3a,0,25,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:83,phase3a,0,26,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:468,phase3a,0,27,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:794,phase3a,0,28,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:308,phase3a,0,29,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:55,phase3a,0,30,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:72,phase3a,0,31,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:560,phase3a,0,32,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:907,phase3a,0,33,anchor_or_checkpoint,,True,,6.0,,3,0,,final_guard_rejected,v4_4_code_anchor_guard_preserve,use_stage1_anchor,False,0/3,0/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:721,phase3a,0,34,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:621,phase3a,0,35,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
mbpp:618,phase3a,0,36,,,False,bypass_stable_anchor,0.0,,0,0,,,v4_4_code_bypass_stable_anchor,use_stage1_anchor,False,3/3,3/3,"target digest/source, stop reason and source count are not explicitly persisted in current checkpoint; *_inferred columns are heuristic."
