[2026-04-13T15:58:17+0800] Watcher started. deadline=disabled. DRY_RUN=0. TRAIN_GPU=<cpu-only>
[2026-04-13T19:57:29+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T19:58:30+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T19:59:30+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:00:30+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:01:31+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:02:31+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:03:31+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:04:31+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:05:32+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:06:32+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:07:32+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:08:33+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:09:33+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:10:33+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:11:34+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:12:34+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:13:34+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:14:34+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:15:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:16:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:17:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:18:36+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:19:36+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:20:36+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:21:37+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:22:37+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:23:37+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:24:37+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:25:38+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:26:38+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:27:38+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:28:39+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:29:39+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:30:39+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:31:39+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:32:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:33:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:34:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:35:41+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:36:41+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:37:41+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:38:42+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:39:42+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:40:42+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:41:42+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:42:43+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:43:43+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:44:43+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:45:44+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:46:44+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:47:44+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:48:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:49:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:50:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:51:45+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:52:46+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:53:46+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:54:46+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:55:47+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:56:47+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:57:47+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:58:48+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T20:59:48+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:00:48+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:01:49+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:02:49+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:03:49+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:04:50+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:05:50+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:06:50+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:07:50+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:08:51+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:09:51+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:10:51+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:11:52+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:12:52+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:13:52+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:14:53+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:15:53+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:16:53+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:17:53+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:18:54+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:19:54+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:20:54+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:21:55+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:22:55+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:23:55+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:24:56+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:25:56+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:26:56+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:27:56+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:28:57+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:29:57+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:30:57+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:31:58+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:32:58+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:33:58+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:34:59+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:35:59+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:36:59+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:38:00+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:39:00+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:40:00+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:41:01+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:42:01+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:43:01+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:44:02+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:45:02+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:46:02+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:47:02+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:48:03+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:49:03+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:50:03+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:51:04+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:52:04+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:53:04+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:54:05+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:55:05+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:56:05+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:57:06+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:58:06+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T21:59:06+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:00:06+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:01:07+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:02:07+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:03:07+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:04:08+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:05:08+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:06:08+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:07:09+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:08:09+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:09:09+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:10:10+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:11:10+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:12:10+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:13:10+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:14:11+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:15:11+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:16:11+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:17:12+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:18:12+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:19:12+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:20:12+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:21:13+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:22:13+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:23:13+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:24:14+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:25:14+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:26:14+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:27:15+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:28:15+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:29:15+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:30:15+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:31:16+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:32:16+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:33:16+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:34:17+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:35:17+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:36:17+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:37:18+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:38:18+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:39:18+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:40:18+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:41:19+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:42:19+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:43:19+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:44:20+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:45:20+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:46:20+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:47:21+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:48:21+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:49:21+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:50:22+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:51:22+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:52:22+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:53:22+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:54:23+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:55:23+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:56:23+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:57:24+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:58:24+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T22:59:24+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:00:25+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:01:25+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:02:25+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:03:25+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:04:26+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:05:26+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:06:26+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:07:27+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:08:27+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:09:27+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:10:28+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:11:28+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:12:28+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:13:29+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:14:29+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:15:29+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:16:29+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:17:30+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:18:30+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:19:30+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:20:31+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:21:31+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:22:31+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:23:32+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:24:32+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:25:32+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:26:32+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:27:33+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:28:33+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:29:33+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:30:34+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:31:34+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:32:34+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:33:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:34:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:35:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:36:35+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:37:36+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:38:36+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:39:36+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:40:37+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:41:37+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:42:37+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:43:38+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:44:38+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:45:38+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:46:39+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:47:39+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:48:39+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:49:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:50:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:51:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:52:40+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:53:41+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:54:41+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:55:41+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:56:42+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
[2026-04-13T23:57:42+0800] monitor train_pid=1373660(alive) runner_pid=891374(alive) suite_status=running deadline=disabled
